Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Spd (km/h),Stn Press (kPa),Visibility (km),Weather
1.4,-4.4,66.0,0.0,28.0,102.0,16.1,0
2.8,-4.1,61.0,0.0,24.0,102.01,16.1,0
3.0,-4.4,58.0,0.0,21.0,101.96,16.1,0
3.8,-3.7,58.0,0.0,26.0,101.9,16.1,0
4.0,-3.6,58.0,0.0,30.0,101.8,16.1,0
4.2,-3.7,56.0,0.0,26.0,101.72,16.1,0
4.4,-4.0,55.0,0.0,24.0,101.73,16.1,0
4.3,-3.7,56.0,0.0,18.0,101.65,16.1,0
3.9,-1.4,68.0,0.0,22.0,101.63,16.1,0
3.3,0.0,79.0,0.0,13.0,101.55,16.1,5
3.5,1.1,84.0,0.0,13.0,101.5,16.1,5
3.7,1.7,87.0,0.0,15.0,101.45,16.1,5
4.1,2.1,87.0,0.0,11.0,101.39,16.1,5
4.5,1.9,83.0,0.0,9.0,101.37,16.1,5
4.9,1.8,81.0,0.0,13.0,101.32,16.1,5
4.6,1.7,81.0,0.0,9.0,101.27,16.1,5
3.2,1.3,87.0,0.2,13.0,101.29,14.5,5
2.5,1.0,90.0,0.2,13.0,101.26,16.1,5
1.6,0.6,93.0,0.5,11.0,101.27,8.1,1
1.4,0.5,94.0,0.8,9.0,101.26,16.1,5
1.5,0.2,91.0,0.0,8.0,101.29,16.1,0
0.9,-0.9,88.0,1.0,13.0,101.33,2.4,1
0.6,-0.8,91.0,0.8,8.0,101.41,3.6,1
0.2,-2.3,84.0,0.0,15.0,101.45,8.1,1
0.3,-2.3,83.0,0.2,8.0,101.48,16.1,1
0.3,-2.5,82.0,0.0,9.0,101.48,16.1,5
1.0,-4.1,69.0,0.0,8.0,101.48,16.1,0
1.7,-3.3,69.0,0.0,11.0,101.39,16.1,0
1.6,-3.8,68.0,0.0,9.0,101.34,16.1,0
2.0,-4.1,64.0,0.0,8.0,101.27,16.1,0
2.1,-3.8,65.0,0.0,5.0,101.23,16.1,0
1.5,-2.8,73.0,0.0,8.0,101.23,11.3,0
1.5,-3.5,69.0,0.0,0.0,101.24,16.1,0
1.7,-2.7,72.0,0.0,8.0,101.29,16.1,0
0.6,-2.9,78.0,0.0,13.0,101.34,16.1,0
0.4,-3.7,74.0,0.0,15.0,101.35,16.1,0
0.3,-4.6,70.0,0.0,9.0,101.35,16.1,0
-0.4,-5.2,70.0,0.0,15.0,101.36,16.1,0
-0.8,-5.0,73.0,0.0,11.0,101.36,16.1,0
-1.3,-5.0,76.0,0.0,11.0,101.35,16.1,0
-2.0,-6.6,71.0,0.0,13.0,101.4,16.1,1
-2.1,-7.8,65.0,0.0,13.0,101.43,16.1,1
-2.3,-6.3,74.0,0.0,11.0,101.47,16.1,1
-2.9,-7.4,71.0,0.0,11.0,101.51,16.1,0
-3.4,-9.0,65.0,0.0,11.0,101.56,16.1,0
-3.7,-9.8,63.0,0.0,11.0,101.64,16.1,0
-3.8,-9.9,63.0,0.0,9.0,101.71,16.1,0
-3.8,-9.7,64.0,0.0,11.0,101.81,16.1,0
-2.6,-9.9,57.0,0.0,9.0,101.85,16.1,0
-2.2,-9.8,56.0,0.0,17.0,101.86,16.1,0
-1.8,-9.3,57.0,0.0,17.0,101.89,16.1,0
-1.5,-8.9,57.0,0.0,13.0,101.85,16.1,0
-0.2,-7.7,57.0,0.0,17.0,101.78,16.1,0
0.1,-8.3,53.0,0.0,11.0,101.76,16.1,0
0.7,-8.1,52.0,0.0,8.0,101.74,16.1,0
0.4,-8.2,53.0,0.0,13.0,101.73,16.1,0
0.3,-8.4,52.0,0.0,4.0,101.73,16.1,0
0.4,-8.1,53.0,0.0,8.0,101.74,16.1,0
0.4,-7.8,55.0,0.0,15.0,101.78,16.1,0
-0.3,-7.4,59.0,0.0,15.0,101.76,16.1,0
-0.8,-7.1,62.0,0.0,11.0,101.74,16.1,0
-0.9,-6.1,68.0,0.0,17.0,101.7,16.1,0
-1.1,-5.8,71.0,0.0,11.0,101.62,16.1,0
-1.5,-6.1,71.0,0.0,9.0,101.61,16.1,0
-1.8,-6.2,72.0,0.0,8.0,101.55,16.1,0
-0.1,-4.9,70.0,0.0,18.0,101.49,16.1,0
-0.3,-4.1,76.0,0.0,13.0,101.44,16.1,0
-0.2,-3.4,79.0,0.0,11.0,101.37,16.1,0
0.2,-3.0,79.0,0.0,15.0,101.32,16.1,0
1.0,-6.1,59.0,0.0,18.0,101.25,16.1,0
1.5,-6.6,55.0,0.0,21.0,101.2,16.1,0
1.7,-6.5,55.0,0.0,26.0,101.18,16.1,0
1.6,-5.8,58.0,0.0,24.0,101.12,16.1,0
1.9,-4.9,61.0,0.0,30.0,101.01,16.1,0
2.2,-3.6,66.0,0.0,26.0,100.97,16.1,0
2.6,-2.7,68.0,0.0,34.0,100.83,16.1,0
3.3,-1.9,69.0,0.0,35.0,100.68,16.1,0
3.6,-2.6,64.0,0.0,43.0,100.63,16.1,0
3.7,-2.1,66.0,0.0,39.0,100.59,16.1,0
3.9,-1.3,69.0,0.0,34.0,100.57,16.1,0
4.0,-1.5,68.0,0.0,37.0,100.56,16.1,0
4.2,-1.7,66.0,0.0,39.0,100.57,16.1,0
4.4,-1.7,65.0,0.0,41.0,100.54,16.1,0
4.6,-0.8,68.0,0.0,35.0,100.53,16.1,0
4.5,-0.8,68.0,0.0,34.0,100.51,16.1,0
4.3,-0.8,69.0,0.0,34.0,100.51,16.1,0
4.0,-1.1,69.0,0.0,32.0,100.46,16.1,0
3.5,-1.3,71.0,0.0,26.0,100.42,16.1,0
3.5,-0.8,74.0,0.0,22.0,100.34,16.1,0
3.0,-0.5,78.0,0.0,13.0,100.31,16.1,0
3.7,0.2,78.0,0.0,15.0,100.24,16.1,0
4.2,1.1,80.0,0.0,15.0,100.22,16.1,0
4.0,0.2,76.0,0.0,13.0,100.17,16.1,0
4.8,1.7,80.0,0.0,18.0,100.15,16.1,0
4.9,1.4,78.0,0.0,13.0,100.17,16.1,0
4.7,-0.3,70.0,0.0,18.0,100.24,16.1,0
5.0,0.4,72.0,0.0,17.0,100.28,16.1,0
5.4,1.0,73.0,0.0,17.0,100.3,16.1,0
6.8,0.9,66.0,0.0,28.0,100.32,16.1,0
7.1,1.9,69.0,0.0,26.0,100.29,16.1,0
7.6,1.8,67.0,0.0,22.0,100.31,16.1,0
7.1,1.8,69.0,0.0,28.0,100.36,16.1,0
6.5,1.8,72.0,0.0,24.0,100.39,16.1,0
5.2,2.2,81.0,0.0,26.0,100.5,8.1,5
5.5,1.4,75.0,0.0,15.0,100.57,16.1,0
5.5,0.9,72.0,0.0,17.0,100.65,16.1,0
4.1,0.4,77.0,0.0,17.0,100.72,16.1,5
4.2,-0.1,74.0,0.0,11.0,100.75,16.1,5
4.0,0.0,75.0,0.0,8.0,100.83,16.1,5
2.2,-1.1,79.0,0.0,15.0,100.89,16.1,5
1.0,-1.6,83.0,0.0,15.0,100.98,6.4,1
0.7,-2.0,82.0,0.0,21.0,101.01,11.3,1
0.1,-3.1,79.0,0.0,15.0,101.09,16.1,5
0.1,-4.0,74.0,0.0,17.0,101.11,16.1,1
-0.6,-6.1,67.0,0.0,15.0,101.18,16.1,1
-0.6,-7.1,61.0,0.0,17.0,101.21,16.1,1
-0.7,-8.6,55.0,0.0,15.0,101.25,16.1,0
-0.6,-8.0,57.0,0.0,8.0,101.29,16.1,0
-0.7,-8.2,57.0,0.0,18.0,101.32,16.1,0
-1.2,-5.1,75.0,0.0,21.0,101.41,9.7,1
-1.5,-4.5,80.0,0.0,17.0,101.44,3.2,1
-1.9,-3.9,86.0,0.2,11.0,101.44,1.6,1
-1.9,-4.1,85.0,0.5,18.0,101.34,2.0,1
-2.1,-3.4,91.0,0.5,26.0,101.29,1.6,1
-2.7,-4.4,88.0,0.5,26.0,101.21,3.2,1
-3.0,-4.9,87.0,0.2,28.0,101.17,1.6,1
-3.2,-5.1,87.0,0.5,18.0,101.18,2.0,1
-3.8,-6.6,81.0,0.0,28.0,101.16,4.8,1
-4.1,-5.8,88.0,0.5,18.0,101.08,2.0,1
-4.2,-6.2,86.0,0.2,18.0,101.06,2.0,1
-4.8,-7.1,84.0,0.2,32.0,101.0,2.4,1
-4.9,-7.0,85.0,0.2,15.0,101.02,2.0,1
-5.4,-7.5,85.0,0.8,22.0,100.95,1.6,1
-5.3,-7.9,82.0,0.5,17.0,100.93,1.6,1
-5.6,-7.3,88.0,1.0,15.0,100.9,1.2,1
-5.8,-7.9,86.0,1.0,17.0,100.85,1.6,1
-5.9,-8.0,85.0,0.8,21.0,100.85,1.6,1
-5.6,-9.2,76.0,0.0,21.0,100.84,16.1,1
-5.7,-10.1,71.0,0.0,15.0,100.88,16.1,1
-5.7,-8.6,80.0,0.0,13.0,100.9,14.5,1
-5.8,-9.2,77.0,0.0,18.0,100.95,16.1,1
-6.1,-10.0,74.0,0.0,13.0,100.99,16.1,0
-6.7,-10.6,74.0,0.0,15.0,101.03,16.1,0
-6.9,-11.1,72.0,0.0,17.0,101.16,16.1,0
-7.1,-11.8,70.0,0.0,21.0,101.24,16.1,0
-7.2,-13.1,63.0,0.0,17.0,101.29,16.1,0
-6.8,-12.5,64.0,0.0,24.0,101.29,16.1,0
-5.4,-12.1,59.0,0.0,22.0,101.27,16.1,0
-4.6,-13.2,51.0,0.0,18.0,101.26,16.1,0
-4.1,-12.3,53.0,0.0,22.0,101.28,16.1,0
-4.7,-12.6,54.0,0.0,30.0,101.33,16.1,1
-5.0,-17.0,39.0,0.0,28.0,101.37,16.1,0
-5.6,-16.5,42.0,0.0,24.0,101.42,16.1,0
-6.2,-14.7,52.0,0.0,22.0,101.47,16.1,0
-6.6,-12.0,66.0,0.0,32.0,101.5,16.1,0
-6.7,-10.6,74.0,0.0,30.0,101.51,16.1,0
-6.6,-9.7,79.0,0.0,32.0,101.52,16.1,0
-6.7,-10.6,74.0,0.0,24.0,101.51,16.1,0
-7.3,-11.3,74.0,0.0,18.0,101.54,16.1,0
-7.4,-11.4,73.0,0.0,17.0,101.58,16.1,0
-8.0,-11.5,76.0,0.0,11.0,101.61,16.1,0
-8.8,-12.8,73.0,0.0,9.0,101.68,16.1,0
-9.4,-12.7,77.0,0.0,9.0,101.73,16.1,0
-10.0,-14.3,71.0,0.0,11.0,101.78,16.1,0
-10.3,-14.8,70.0,0.0,9.0,101.84,16.1,0
-10.3,-15.0,69.0,0.0,9.0,101.9,16.1,0
-10.3,-14.8,70.0,0.0,9.0,101.94,16.1,0
-10.1,-14.1,73.0,0.0,0.0,101.97,16.1,0
-8.5,-12.7,72.0,0.0,5.0,102.03,16.1,0
-7.7,-12.3,70.0,0.0,4.0,102.05,16.1,0
-6.6,-11.4,69.0,0.0,11.0,102.04,16.1,0
-6.0,-10.1,73.0,0.0,5.0,102.03,16.1,0
-4.8,-9.4,70.0,0.0,5.0,101.98,16.1,0
-4.5,-8.8,72.0,0.0,5.0,101.94,16.1,0
-4.0,-7.8,75.0,0.0,8.0,101.88,16.1,1
-3.5,-6.8,78.0,0.0,11.0,101.81,16.1,1
-3.1,-8.0,69.0,0.0,4.0,101.72,16.1,0
-3.1,-6.5,78.0,0.0,13.0,101.67,8.1,1
-3.2,-5.4,85.0,0.0,13.0,101.63,4.0,1
-2.7,-5.2,83.0,0.0,13.0,101.6,6.4,1
-2.7,-4.7,86.0,0.2,15.0,101.54,6.4,1
-0.6,-5.2,71.0,0.0,18.0,101.47,16.1,0
0.2,-6.0,63.0,0.0,28.0,101.38,16.1,0
0.3,-6.0,63.0,0.0,26.0,101.33,16.1,0
0.4,-5.7,64.0,0.0,30.0,101.28,16.1,0
0.5,-6.2,61.0,0.0,28.0,101.23,16.1,0
0.3,-4.7,69.0,0.0,28.0,101.19,16.1,5
0.8,-5.0,66.0,0.0,37.0,101.12,16.1,5
1.0,-3.5,72.0,0.0,35.0,101.07,16.1,5
1.0,-2.1,80.0,0.0,37.0,101.07,12.9,1
-0.1,-3.8,76.0,0.0,28.0,101.11,16.1,0
-0.9,-4.4,78.0,0.0,21.0,101.17,8.1,1
-1.3,-4.6,79.0,0.0,18.0,101.21,9.7,1
-1.4,-3.9,83.0,0.0,13.0,101.22,12.9,1
-1.3,-3.3,86.0,0.0,11.0,101.23,9.7,1
-0.6,-3.5,81.0,0.2,11.0,101.22,6.4,1
0.3,-4.2,72.0,0.0,17.0,101.18,16.1,0
0.8,-4.4,69.0,0.0,15.0,101.16,16.1,0
1.2,-4.1,68.0,0.0,17.0,101.17,16.1,0
1.1,-5.0,64.0,0.0,22.0,101.2,16.1,0
1.1,-3.7,71.0,0.0,18.0,101.22,16.1,0
1.1,-3.9,70.0,0.0,22.0,101.26,16.1,0
1.1,-3.4,72.0,0.0,26.0,101.29,16.1,0
1.0,-3.3,73.0,0.0,24.0,101.27,16.1,0
1.1,-3.5,71.0,0.0,28.0,101.26,16.1,0
1.0,-3.7,71.0,0.0,32.0,101.21,16.1,0
0.9,-3.8,71.0,0.0,43.0,101.17,16.1,0
1.1,-3.7,70.0,0.0,39.0,101.17,16.1,0
1.1,-3.4,72.0,0.0,32.0,101.1,16.1,0
1.1,-3.4,72.0,0.0,37.0,101.09,16.1,0
1.0,-3.9,70.0,0.0,37.0,101.1,16.1,0
0.9,-3.7,71.0,0.0,32.0,101.1,16.1,0
0.9,-3.5,73.0,0.0,32.0,101.13,16.1,0
0.8,-3.5,73.0,0.0,37.0,101.13,16.1,0
0.7,-3.4,74.0,0.0,32.0,101.14,16.1,0
0.7,-3.2,75.0,0.0,32.0,101.19,16.1,0
0.8,-3.0,76.0,0.0,34.0,101.22,16.1,0
0.9,-2.1,80.0,0.0,32.0,101.25,16.1,0
1.0,-1.9,81.0,0.0,39.0,101.29,14.5,0
2.1,-1.3,78.0,0.0,35.0,101.25,16.1,0
2.3,-1.5,76.0,0.0,26.0,101.26,16.1,0
2.7,-1.0,76.0,0.0,34.0,101.28,16.1,0
3.6,-1.4,70.0,0.0,34.0,101.31,16.1,0
3.1,-1.4,72.0,0.0,28.0,101.39,16.1,0
3.8,-3.2,60.0,0.0,21.0,101.53,16.1,0
3.2,-4.2,59.0,0.0,22.0,101.66,16.1,0
2.8,-4.9,57.0,0.0,26.0,101.76,16.1,0
1.4,-3.9,68.0,0.0,15.0,101.87,16.1,0
0.5,-7.1,57.0,0.0,22.0,102.0,16.1,0
-1.2,-9.3,54.0,0.0,26.0,102.11,16.1,0
-2.1,-12.0,47.0,0.0,13.0,102.21,16.1,0
-3.7,-13.1,48.0,0.0,22.0,102.3,16.1,0
-5.1,-14.1,50.0,0.0,21.0,102.33,16.1,0
-5.9,-13.6,55.0,0.0,15.0,102.38,16.1,0
-6.5,-13.8,57.0,0.0,24.0,102.4,16.1,0
-7.1,-14.0,58.0,0.0,17.0,102.46,16.1,0
-7.4,-14.3,58.0,0.0,17.0,102.51,16.1,0
-7.5,-13.4,63.0,0.0,21.0,102.57,16.1,0
-7.5,-12.4,68.0,0.0,22.0,102.62,16.1,0
-7.3,-11.9,70.0,0.0,18.0,102.69,16.1,0
-6.7,-10.7,74.0,0.0,22.0,102.76,16.1,0
-5.9,-9.1,79.0,0.0,26.0,102.77,16.1,1
-4.3,-6.8,83.0,0.0,30.0,102.77,16.1,1
-3.4,-6.8,78.0,0.0,26.0,102.69,16.1,0
-3.3,-6.0,81.0,0.0,32.0,102.58,8.1,4
-3.2,-6.4,79.0,0.0,26.0,102.52,16.1,0
-2.9,-6.4,77.0,0.0,30.0,102.47,16.1,0
-2.5,-6.0,77.0,0.0,30.0,102.45,16.1,0
-2.2,-6.8,71.0,0.0,34.0,102.44,16.1,0
-1.8,-6.9,68.0,0.0,24.0,102.41,16.1,0
-1.7,-8.0,62.0,0.0,30.0,102.38,16.1,0
-1.3,-8.0,60.0,0.0,30.0,102.34,16.1,0
-1.1,-6.8,65.0,0.0,22.0,102.29,16.1,0
-0.7,-5.7,69.0,0.0,26.0,102.21,16.1,0
-0.2,-5.0,70.0,0.0,28.0,102.09,16.1,0
0.2,-6.2,62.0,0.0,22.0,102.01,16.1,0
-2.5,-7.3,70.0,0.0,22.0,101.96,16.1,0
-2.2,-7.3,68.0,0.0,21.0,101.93,16.1,0
-2.0,-7.8,65.0,0.0,18.0,101.91,16.1,0
-1.7,-8.3,61.0,0.0,18.0,101.83,16.1,0
-2.9,-7.5,71.0,0.0,17.0,101.79,16.1,0
-3.3,-7.7,72.0,0.0,8.0,101.73,16.1,0
-3.0,-7.2,73.0,0.0,5.0,101.69,16.1,0
-2.3,-6.7,72.0,0.0,15.0,101.63,16.1,0
-1.2,-5.9,71.0,0.0,11.0,101.59,16.1,0
0.8,-6.3,59.0,0.0,17.0,101.5,16.1,0
1.4,-7.5,52.0,0.0,13.0,101.4,16.1,0
1.9,-7.0,52.0,0.0,13.0,101.32,16.1,0
1.6,-6.9,53.0,0.0,17.0,101.21,16.1,0
2.0,-6.0,56.0,0.0,18.0,101.12,16.1,0
2.2,-5.4,57.0,0.0,21.0,101.05,16.1,0
2.0,-4.1,64.0,0.0,22.0,100.99,16.1,0
1.8,-4.1,65.0,0.0,18.0,100.95,16.1,0
2.0,-2.9,70.0,0.0,15.0,100.9,16.1,0
3.4,-1.6,70.0,0.0,15.0,100.82,16.1,0
3.8,-1.0,71.0,0.0,15.0,100.75,16.1,0
4.0,0.0,75.0,0.0,13.0,100.67,16.1,0
3.7,-0.6,74.0,0.0,11.0,100.58,16.1,0
3.7,0.0,77.0,0.0,8.0,100.51,16.1,0
3.8,0.3,78.0,0.0,8.0,100.49,16.1,0
3.3,0.4,81.0,0.0,8.0,100.46,16.1,0
2.9,1.0,87.0,0.0,11.0,100.41,16.1,0
3.3,1.0,85.0,0.0,9.0,100.35,16.1,0
2.9,1.3,89.0,0.0,9.0,100.3,16.1,0
2.9,1.3,89.0,0.0,9.0,100.31,16.1,0
2.9,1.6,91.0,0.0,13.0,100.28,16.1,0
3.2,1.4,88.0,0.0,17.0,100.29,16.1,0
3.0,1.3,89.0,0.0,13.0,100.26,16.1,0
3.0,1.3,89.0,0.0,18.0,100.25,16.1,5
2.9,1.7,92.0,0.5,11.0,100.23,14.5,5
3.0,1.7,91.0,1.8,15.0,100.14,16.1,5
2.7,1.7,93.0,1.8,15.0,100.09,16.1,5
2.3,1.3,93.0,1.0,15.0,100.04,16.1,5
2.8,1.6,92.0,0.5,15.0,99.98,16.1,5
2.9,1.7,92.0,0.0,15.0,99.97,16.1,0
3.2,1.9,91.0,0.0,18.0,99.94,16.1,0
3.1,1.8,91.0,0.0,18.0,99.9,16.1,0
3.2,1.7,90.0,0.0,21.0,99.93,16.1,0
3.1,1.5,89.0,0.0,21.0,99.94,16.1,0
3.1,1.3,88.0,0.0,17.0,99.94,16.1,0
2.8,1.3,90.0,0.0,15.0,99.88,16.1,0
2.4,0.9,90.0,0.0,17.0,99.89,16.1,0
2.5,1.0,90.0,0.0,9.0,99.94,16.1,0
2.5,1.0,90.0,0.0,13.0,99.93,16.1,0
2.5,1.0,90.0,0.0,13.0,99.91,16.1,0
2.4,0.9,90.0,0.0,17.0,99.9,16.1,0
2.1,0.8,91.0,0.0,15.0,99.9,14.5,0
2.1,0.5,89.0,0.0,11.0,99.9,16.1,0
2.1,0.6,90.0,0.0,9.0,99.92,16.1,0
1.8,0.3,90.0,0.0,11.0,99.96,16.1,0
1.8,-0.1,87.0,0.0,11.0,100.01,16.1,0
2.1,-0.2,85.0,0.0,11.0,100.07,16.1,0
2.1,0.3,88.0,0.0,13.0,100.1,16.1,0
2.3,0.0,85.0,0.0,8.0,100.13,16.1,0
2.8,0.4,84.0,0.0,5.0,100.15,16.1,0
2.9,0.3,83.0,0.0,8.0,100.13,16.1,0
3.0,-0.2,80.0,0.0,9.0,100.12,16.1,0
3.1,-0.1,80.0,0.0,13.0,100.11,16.1,0
2.9,0.1,82.0,0.0,11.0,100.16,16.1,0
2.7,0.0,83.0,0.0,9.0,100.24,16.1,0
2.7,-0.1,82.0,0.0,8.0,100.3,16.1,0
2.7,0.6,86.0,0.0,4.0,100.36,16.1,0
2.9,0.6,85.0,0.0,0.0,100.4,16.1,0
2.6,0.9,89.0,0.0,4.0,100.42,16.1,0
2.7,1.2,90.0,0.0,4.0,100.47,16.1,0
2.9,1.1,88.0,0.0,4.0,100.47,16.1,0
2.5,1.2,91.0,0.0,0.0,100.46,16.1,0
3.0,1.7,91.0,0.0,4.0,100.47,16.1,0
3.2,2.0,92.0,0.0,5.0,100.52,16.1,0
3.5,2.0,90.0,0.0,8.0,100.56,16.1,0
3.6,1.8,88.0,0.0,8.0,100.62,11.3,0
3.9,1.6,85.0,0.0,8.0,100.66,9.7,3
3.4,1.8,89.0,0.0,8.0,100.73,6.4,3
3.7,1.6,86.0,0.0,8.0,100.78,6.4,3
3.3,1.5,88.0,0.0,11.0,100.86,6.4,3
4.1,1.8,85.0,0.0,9.0,100.92,6.4,3
4.7,1.8,81.0,0.0,8.0,100.97,4.8,4
4.5,2.5,87.0,0.0,8.0,101.03,6.4,3
5.2,2.8,85.0,0.0,5.0,101.06,4.8,3
5.6,2.8,82.0,0.0,5.0,101.06,4.8,4
7.2,2.7,73.0,0.0,8.0,101.06,11.3,0
8.6,3.0,68.0,0.0,13.0,101.07,14.5,0
8.8,1.8,62.0,0.0,11.0,101.12,16.1,0
7.9,1.5,64.0,0.0,9.0,101.18,16.1,0
8.1,1.7,64.0,0.0,5.0,101.22,16.1,0
7.2,1.4,67.0,0.0,15.0,101.26,16.1,0
5.9,0.8,70.0,0.0,11.0,101.31,16.1,0
5.5,1.2,74.0,0.0,15.0,101.38,16.1,0
4.8,1.3,78.0,0.0,11.0,101.43,16.1,0
3.9,1.0,82.0,0.0,8.0,101.45,16.1,0
3.6,0.8,82.0,0.0,8.0,101.45,16.1,0
2.2,-0.2,84.0,0.0,8.0,101.42,16.1,0
2.7,0.9,88.0,0.0,5.0,101.42,16.1,0
2.1,0.9,92.0,0.0,8.0,101.44,16.1,0
1.2,0.4,94.0,0.0,4.0,101.43,16.1,0
0.3,-0.3,96.0,0.0,0.0,101.35,12.9,0
0.7,0.1,96.0,0.0,4.0,101.36,14.5,0
2.0,1.3,95.0,0.0,4.0,101.32,12.9,0
3.0,1.8,92.0,0.0,4.0,101.29,14.5,0
3.0,1.7,91.0,0.0,0.0,101.21,16.1,0
3.8,2.8,93.0,0.0,8.0,101.17,11.3,0
4.7,3.4,91.0,0.0,8.0,101.08,12.9,0
5.7,3.7,87.0,0.0,18.0,100.99,14.5,0
5.6,3.3,85.0,0.0,13.0,100.86,14.5,0
6.3,3.6,83.0,0.0,13.0,100.68,16.1,0
5.8,3.3,84.0,0.0,13.0,100.51,16.1,5
5.4,3.7,89.0,0.2,9.0,100.38,9.7,2
5.2,3.7,90.0,0.2,15.0,100.17,11.3,0
5.0,3.7,91.0,0.0,18.0,100.0,11.3,0
5.1,3.9,92.0,0.2,13.0,99.86,8.1,2
6.0,4.3,89.0,1.8,8.0,99.8,14.5,5
6.2,5.0,92.0,0.8,5.0,99.7,16.1,0
6.9,5.5,91.0,0.2,22.0,99.6,16.1,0
6.8,5.9,94.0,0.0,22.0,99.5,16.1,0
7.1,6.7,97.0,0.0,26.0,99.39,4.8,2
8.3,7.4,94.0,0.0,35.0,99.36,12.9,0
8.3,7.2,93.0,0.0,28.0,99.35,16.1,0
9.8,6.2,78.0,0.0,35.0,99.46,16.1,0
8.1,3.7,74.0,0.0,35.0,99.57,16.1,0
7.1,2.6,73.0,0.0,41.0,99.58,16.1,0
6.0,1.9,75.0,0.0,39.0,99.68,16.1,0
5.2,0.2,70.0,0.0,39.0,99.73,16.1,0
3.9,-1.5,68.0,0.0,46.0,99.83,16.1,0
3.6,-1.6,69.0,0.0,35.0,99.94,16.1,0
4.2,-1.9,65.0,0.0,34.0,100.06,16.1,0
3.9,-2.6,62.0,0.0,37.0,100.19,16.1,0
3.6,-3.2,61.0,0.0,39.0,100.25,16.1,0
3.3,-5.4,53.0,0.0,45.0,100.3,16.1,0
3.2,-6.2,50.0,0.0,28.0,100.37,16.1,0
3.2,-6.0,51.0,0.0,41.0,100.45,16.1,0
2.6,-5.9,54.0,0.0,32.0,100.53,16.1,0
2.1,-6.1,55.0,0.0,24.0,100.63,16.1,0
1.8,-6.3,55.0,0.0,34.0,100.71,16.1,0
1.5,-6.3,56.0,0.0,26.0,100.81,16.1,0
1.1,-6.1,59.0,0.0,26.0,100.88,16.1,0
1.1,-5.4,62.0,0.0,13.0,100.92,16.1,0
1.4,-5.8,59.0,0.0,34.0,100.91,16.1,0
0.6,-6.1,61.0,0.0,18.0,100.87,16.1,0
0.3,-5.7,64.0,0.0,11.0,100.87,16.1,0
0.1,-5.0,69.0,0.0,13.0,100.81,16.1,0
1.0,-4.0,70.0,0.0,21.0,100.75,16.1,0
0.7,-3.9,72.0,0.0,26.0,100.75,16.1,0
0.0,-3.8,75.0,0.0,28.0,100.75,16.1,0
0.4,-2.9,78.0,0.0,24.0,100.7,16.1,0
0.4,-3.3,77.0,0.0,26.0,100.67,16.1,0
0.3,-3.8,74.0,0.0,32.0,100.61,16.1,0
0.3,-4.0,73.0,0.0,30.0,100.57,16.1,0
0.0,-4.8,70.0,0.0,22.0,100.53,16.1,0
0.5,-3.8,73.0,0.0,18.0,100.54,16.1,0
1.7,-4.0,66.0,0.0,21.0,100.47,16.1,0
3.3,-2.7,65.0,0.0,26.0,100.33,16.1,0
4.5,-1.2,67.0,0.0,28.0,100.23,16.1,0
4.2,-0.6,71.0,0.0,28.0,100.11,16.1,0
4.2,-0.4,72.0,0.0,26.0,100.04,16.1,0
4.2,-0.3,72.0,0.0,18.0,99.93,16.1,0
3.8,0.0,76.0,0.0,13.0,99.84,16.1,0
3.3,-0.2,78.0,0.0,9.0,99.77,16.1,0
3.2,-0.1,79.0,0.0,4.0,99.76,16.1,0
3.3,0.2,80.0,0.0,4.0,99.62,16.1,0
3.0,0.9,86.0,0.0,4.0,99.54,16.1,0
2.8,1.3,90.0,0.0,9.0,99.44,16.1,0
3.5,1.2,85.0,0.0,5.0,99.35,16.1,0
3.8,1.5,85.0,0.0,4.0,99.34,16.1,0
3.6,0.5,80.0,0.0,11.0,99.29,16.1,0
3.5,0.4,80.0,0.0,5.0,99.2,16.1,0
3.1,0.0,80.0,0.0,5.0,99.2,16.1,0
2.4,-1.4,76.0,0.0,18.0,99.17,16.1,0
1.6,-2.5,74.0,0.0,4.0,99.17,16.1,0
1.5,-2.3,76.0,0.0,5.0,99.18,16.1,0
0.3,-2.3,83.0,0.0,11.0,99.19,16.1,0
-0.4,-2.2,88.0,0.0,13.0,99.23,12.9,0
-0.3,-2.1,88.0,0.0,21.0,99.26,9.7,3
-0.1,-1.9,88.0,0.0,17.0,99.29,6.4,3
1.7,-1.2,81.0,0.0,13.0,99.26,9.7,4
2.7,-1.0,76.0,0.0,18.0,99.27,16.1,0
3.2,-0.7,76.0,0.0,13.0,99.15,14.5,0
4.4,-0.3,71.0,0.0,18.0,99.04,14.5,0
4.7,0.8,76.0,0.0,17.0,98.98,12.9,0
6.2,1.4,71.0,0.0,18.0,98.94,16.1,0
5.7,1.2,73.0,0.0,21.0,98.95,14.5,0
4.8,2.5,85.0,0.0,17.0,99.02,14.5,0
5.1,1.6,78.0,0.0,26.0,99.07,16.1,0
4.5,1.4,80.0,0.0,15.0,99.17,16.1,0
4.3,0.9,79.0,0.0,8.0,99.22,14.5,0
4.1,1.0,80.0,0.0,17.0,99.26,14.5,0
4.1,1.0,80.0,0.0,9.0,99.32,14.5,0
3.8,1.7,86.0,0.0,17.0,99.35,12.9,0
3.5,1.3,85.0,0.0,24.0,99.37,11.3,0
2.9,1.0,87.0,0.0,13.0,99.4,12.9,0
